Category,SL.No.,CITY 1,CITY 2,PASSENGERS TO CITY 2,PASSENGERS FROM CITY 2,FREIGHT TO CITY 2,FREIGHT FROM CITY 2
Indian Territory,75,COLOMBO,MUMBAI,44773,45571,639.2,754.2
Indian Territory,76,COLOMBO,TIRUCHIRAPALLY,20626,25963,6.9,403.4
Indian Territory,77,COLOMBO,TRIVANDRUM,17645,11308,18.6,305.5
Indian Territory,78,COLOMBO,VARANASI,1741,1284,0.0,0.2
Indian Territory,79,COLOMBO,VISAKHAPATNAM,5353,4807,57.7,25.3
Indian Territory,80,COPENHAGEN,DELHI,8442,6218,116.0,266.2
Indian Territory,81,DAMMAM,BENGALURU,0,0,0.0,0.0
Indian Territory,82,DAMMAM,CHENNAI,0,0,0.0,0.0
Indian Territory,83,DAMMAM,DELHI,38915,29316,209.7,405.5
Indian Territory,84,DAMMAM,HYDERABAD,7407,5858,4.6,11.5
Indian Territory,85,DAMMAM,KOCHI,6743,7329,21.1,103.2
Indian Territory,86,DAMMAM,KOZHIKODE,13212,13098,36.9,194.3
Indian Territory,87,DAMMAM,MANGALORE,4842,4245,2.5,37.2
Indian Territory,88,DAMMAM,MUMBAI,18533,17444,456.9,1388.8
Indian Territory,89,DAMMAM,TRIVANDRUM,11821,12344,4.7,146.3
Indian Territory,90,DENPASAR,KOLKATA,4817,5092,0.0,4.7
Indian Territory,91,DENPASAR,MUMBAI,7176,8588,0.0,22.2
Indian Territory,92,DHAKA,CHENNAI,2042,2479,27.0,69.2
Indian Territory,93,DHAKA,DELHI,13334,12593,196.3,156.2
Indian Territory,94,DHAKA,KOLKATA,84597,93830,359.9,469.6
Indian Territory,95,DHAKA,MUMBAI,14031,12729,235.9,161.9
Indian Territory,96,DOHA,AHMEDABAD,15468,11101,526.1,1453.7
Indian Territory,97,DOHA,AMRITSAR,15677,12642,3.8,38.4
Indian Territory,98,DOHA,BENGALURU,23253,18849,2166.2,3689.5
Indian Territory,99,DOHA,CHENNAI,34059,32498,4519.0,5226.0
Indian Territory,100,DOHA,DELHI,81051,73032,2308.0,4137.0
Indian Territory,101,DOHA,GOA,14433,11894,2.4,143.9
Indian Territory,102,DOHA,HYDERABAD,20021,15844,1303.3,2077.2
Indian Territory,103,DOHA,KOCHI,55136,53820,276.7,2657.2
Indian Territory,104,DOHA,KOLKATA,14731,12126,1192.8,1763.5
Indian Territory,105,DOHA,KOZHIKODE,39933,44576,2.1,717.7
Indian Territory,106,DOHA,MANGALORE,3825,5594,0.0,97.3
Indian Territory,107,DOHA,MUMBAI,70914,66329,4903.8,7180.3
Indian Territory,108,DOHA,NAGPUR,5240,4414,1.0,213.2
Indian Territory,109,DOHA,TRIVANDRUM,21468,19679,2.6,331.1
Indian Territory,110,DON MUEANG,BENGALURU,10357,10174,119.3,142.1
Indian Territory,111,DON MUEANG,CHENNAI,10154,9857,89.0,88.0
Indian Territory,112,DON MUEANG,KOCHI,12724,12441,0.0,0.0
Indian Territory,113,DON MUEANG,KOLKATA,13978,12624,87.4,183.9
Indian Territory,114,DON MUEANG,MUMBAI,5106,5598,0.0,0.0
Indian Territory,115,DON MUEANG,TIRUCHIRAPALLY,6840,6522,0.0,0.0
Indian Territory,116,DUBAI,AHMEDABAD,56170,51702,783.3,1784.5
Indian Territory,117,DUBAI,AMRITSAR,33014,29622,4.8,51.6
Indian Territory,118,DUBAI,BENGALURU,101471,93416,3642.5,6885.1
Indian Territory,119,DUBAI,CHANDIGARH,13331,12257,0.0,0.0
Indian Territory,120,DUBAI,CHENNAI,123656,119010,3230.1,5335.7
Indian Territory,121,DUBAI,DELHI,283876,275509,3355.0,11132.5
Indian Territory,122,DUBAI,GOA,5008,3814,0.5,0.1
Indian Territory,123,DUBAI,HYDERABAD,129894,119648,845.3,4812.5
Indian Territory,124,DUBAI,JAIPUR,20305,19280,2.9,101.1
Indian Territory,125,DUBAI,KOCHI,147251,145553,915.7,3883.5
Indian Territory,126,DUBAI,KOLKATA,45774,39080,925.2,1851.9
Indian Territory,127,DUBAI,KOZHIKODE,73069,75947,28.7,710.2
Indian Territory,128,DUBAI,LUCKNOW,20906,21683,3.4,58.2
Indian Territory,129,DUBAI,MADURAI,14538,16229,0.0,1.3
Indian Territory,130,DUBAI,MANGALORE,54823,56856,7.1,288.6
Indian Territory,131,DUBAI,MUMBAI,331040,326218,4627.3,12023.7
Indian Territory,132,DUBAI,PUNE,19572,19865,0.0,23.1
Indian Territory,133,DUBAI,TIRUCHIRAPALLY,12381,11650,3.1,49.3
Indian Territory,134,DUBAI,TRIVANDRUM,63996,65247,79.5,2636.9
Indian Territory,135,DUBAI,VISAKHAPATNAM,3800,2753,1.8,0.0
Indian Territory,136,DUSHANBE,DELHI,1500,1591,2.0,38.3
Indian Territory,137,FRANKFURT,AMRITSAR,0,0,0.0,0.0
Indian Territory,138,FRANKFURT,BENGALURU,27215,22869,2488.7,1496.6
Indian Territory,139,FRANKFURT,CHENNAI,21403,16539,1276.7,1415.8
Indian Territory,140,FRANKFURT,DELHI,63297,50896,1132.9,1955.2
Indian Territory,141,FRANKFURT,HYDERABAD,0,0,371.0,1154.0
Indian Territory,142,FRANKFURT,KOLKATA,0,0,0.0,0.0
Indian Territory,143,FRANKFURT,MUMBAI,26376,20378,4397.1,2748.1
Indian Territory,144,FRANKFURT,PUNE,5504,4546,0.0,0.0
Indian Territory,145,GUANGZHOU,DELHI,29327,28264,2249.9,489.5
Indian Territory,146,GUANGZHOU,MUMBAI,0,0,1157.4,246.0
Indian Territory,147,HAA DHAALU ATOLL,TRIVANDRUM,969,695,0.0,7.3
Indian Territory,148,HELNSKI,DELHI,17039,13588,525.9,724.1
Indian Territory,149,HERAT,DELHI,959,666,0.0,2.7
Indian Territory,150,HO CHI MINH CITY,DELHI,0,0,0.0,0.0
Indian Territory,151,HO CHI MINH CITY,MUMBAI,0,0,0.0,0.0
Indian Territory,152,HONG KONG,BENGALURU,21793,18871,1224.2,1237.7
Indian Territory,153,HONG KONG,CHENNAI,17768,13487,8432.8,5760.5
Indian Territory,154,HONG KONG,DELHI,76972,73923,12658.9,3327.2
Indian Territory,155,HONG KONG,HYDERABAD,9803,7963,726.2,1474.4
Indian Territory,156,HONG KONG,KOLKATA,8822,7518,806.8,542.6
Indian Territory,157,HONG KONG,MUMBAI,60714,58182,5806.6,3862.5
Indian Territory,158,ISTANBUL,DELHI,34415,32895,1295.6,1937.3
Indian Territory,159,ISTANBUL,MUMBAI,32915,29089,1996.7,2469.3
Indian Territory,160,JEDDAH,BENGALURU,6109,7460,116.8,227.7
Indian Territory,161,JEDDAH,CHENNAI,4726,5512,62.9,282.9
Indian Territory,162,JEDDAH,DELHI,28756,28683,355.1,1300.1
Indian Territory,163,JEDDAH,HYDERABAD,19833,25487,33.7,461.2
Indian Territory,164,JEDDAH,KOCHI,44654,41616,64.3,1858.7
Indian Territory,165,JEDDAH,KOZHIKODE,0,0,0.0,0.0
Indian Territory,166,JEDDAH,LUCKNOW,13483,14590,47.1,34.3
Indian Territory,167,JEDDAH,MUMBAI,57073,59027,296.3,2329.7
Indian Territory,168,JEDDAH,TRIVANDRUM,3908,3015,1.1,19.6
Indian Territory,169,KABUL,DELHI,37921,32952,248.2,1180.1
Indian Territory,170,KANDAHAR,DELHI,1854,1488,0.0,0.0
Indian Territory,171,KARACHI,DELHI,0,0,0.0,0.0
Indian Territory,172,KARACHI,MUMBAI,0,0,0.0,0.0
Indian Territory,173,KATHMANDU,DELHI,100946,98027,68.3,521.9
Indian Territory,174,KATHMANDU,KOLKATA,5386,4996,1.7,6.9
Indian Territory,175,KATHMANDU,MUMBAI,26192,24418,106.6,24.3
Indian Territory,176,KATHMANDU,VARANASI,215,173,0.0,0.0
Indian Territory,177,KIGALI,MUMBAI,3120,2728,0.0,0.0
Indian Territory,178,KUALALUMPUR,AMRITSAR,10911,11922,0.0,0.0
Indian Territory,179,KUALALUMPUR,BENGALURU,20316,19288,755.8,541.9
Indian Territory,180,KUALALUMPUR,CHENNAI,40908,40961,970.0,882.0
Indian Territory,181,KUALALUMPUR,DELHI,55881,62838,1599.6,1857.6
Indian Territory,182,KUALALUMPUR,HYDERABAD,26442,25310,133.5,181.6
Indian Territory,183,KUALALUMPUR,KOCHI,45915,39204,44.8,148.8
Indian Territory,184,KUALALUMPUR,KOLKATA,19286,18388,43.0,139.9
Indian Territory,185,KUALALUMPUR,MUMBAI,46040,45540,1001.4,798.5
Indian Territory,186,KUALALUMPUR,TIRUCHIRAPALLY,86435,75580,0.1,507.9
Indian Territory,187,KUALALUMPUR,TRIVANDRUM,4417,4464,0.1,1.6
Indian Territory,188,KUALALUMPUR,VISAKHAPATNAM,5879,4861,75.5,60.2
Indian Territory,189,KUNMING,DELHI,4290,5190,0.0,0.0
Indian Territory,190,KUNMING,KOLKATA,7926,7253,106.8,151.9
Indian Territory,191,KUWAIT,AHMEDABAD,11307,9063,1.7,200.2
Indian Territory,192,KUWAIT,BENGALURU,6773,6567,12.7,1.7
Indian Territory,193,KUWAIT,CHENNAI,14938,16186,352.8,907.4
Indian Territory,194,KUWAIT,DELHI,31873,31046,960.0,1183.6
Indian Territory,195,KUWAIT,GOA,2745,3078,0.9,0.0
Indian Territory,196,KUWAIT,HYDERABAD,1687,1520,0.5,0.1
Indian Territory,197,KUWAIT,KOCHI,16868,17573,72.3,1225.5
Indian Territory,198,KUWAIT,KOZHIKODE,6916,6205,8.9,66.2
Indian Territory,199,KUWAIT,MANGALORE,2603,2647,0.7,0.0
Indian Territory,200,KUWAIT,MUMBAI,53543,51281,689.5,2827.2
Indian Territory,201,KUWAIT,TRIVANDRUM,7341,7533,7.4,112.7
Indian Territory,202,LAHORE,DELHI,589,985,0.5,0.3
Indian Territory,203,LEIPZIG,BENGALURU,0,0,0.0,6.4
Indian Territory,204,LEIPZIG,DELHI,0,0,797.9,3122.0
Indian Territory,205,LONDON,AHMEDABAD,9278,6314,328.4,308.9
Indian Territory,206,LONDON,AMRITSAR,0,0,0.0,0.0
Indian Territory,207,LONDON,BENGALURU,21514,16681,579.9,1260.5
Indian Territory,208,LONDON,CHENNAI,15753,12024,465.0,1309.0
Indian Territory,209,LONDON,DELHI,137773,118517,4424.5,7060.2
Indian Territory,210,LONDON,HYDERABAD,16916,13490,456.7,863.3
Indian Territory,211,LONDON,MUMBAI,140209,105490,6088.1,9157.1
Indian Territory,212,LUXEMBOURG,DELHI,0,0,0.0,464.0
Indian Territory,213,LUXEMBOURG,MUMBAI,0,0,0.0,451.6
Indian Territory,214,MADRID,DELHI,7638,5514,78.7,243.6
Indian Territory,215,MALE,BENGALURU,7005,7227,0.2,131.4
Indian Territory,216,MALE,CHENNAI,1690,1421,0.1,60.3
Indian Territory,217,MALE,DELHI,5355,5632,0.2,8.4
Indian Territory,218,MALE,KOCHI,5822,6044,0.0,18.8
Indian Territory,219,MALE,TRIVANDRUM,18640,16681,0.8,366.7
Indian Territory,220,MALPENSA,DELHI,12086,8266,348.9,307.7
Indian Territory,221,MALPENSA,MUMBAI,0,0,419.3,0.0
Indian Territory,222,MARUITIUS,BENGALURU,2614,2325,18.9,114.5
Indian Territory,223,MARUITIUS,CHENNAI,3054,3004,10.6,201.3
Indian Territory,224,MARUITIUS,DELHI,8154,8315,11.4,211.2
Indian Territory,225,MARUITIUS,MUMBAI,13597,9871,177.4,602.3
Indian Territory,226,MAZAR-I-SHARIF,DELHI,1410,1018,0.0,4.2
Indian Territory,227,MEDINA,BENGALURU,0,18,0.0,0.0
Indian Territory,228,MEDINA,CHENNAI,0,0,0.0,0.0
Indian Territory,229,MEDINA,DELHI,4303,4145,0.2,4.5
Indian Territory,230,MEDINA,HYDERABAD,5191,0,0.1,0.0
Indian Territory,231,MEDINA,MUMBAI,7994,4174,2.1,0.0
Indian Territory,232,MELBOURNE,DELHI,8339,8938,95.2,237.9
Indian Territory,233,MOSCOW,DELHI,42274,36743,117.0,1819.6
Indian Territory,234,MOSCOW,GOA,23750,18953,6.3,2.6
Indian Territory,235,MOSCOW,MUMBAI,0,0,0.0,0.0
Indian Territory,236,MUENCHEN,DELHI,22035,17982,883.2,1356.2
Indian Territory,237,MUENCHEN,MUMBAI,22636,16455,1388.4,1445.2
Indian Territory,238,MUSCAT,AHMEDABAD,8045,9474,2.4,94.9
Indian Territory,239,MUSCAT,BENGALURU,22732,18105,24.6,278.5
Indian Territory,240,MUSCAT,CHENNAI,41595,41543,101.3,365.0
Indian Territory,241,MUSCAT,DELHI,62846,60084,259.9,484.8
Indian Territory,242,MUSCAT,GOA,9268,7227,32.9,17.0
Indian Territory,243,MUSCAT,HYDERABAD,34853,31838,10.1,263.6
Indian Territory,244,MUSCAT,JAIPUR,10682,9506,32.5,42.4
Indian Territory,245,MUSCAT,KOCHI,54069,52738,18.0,774.1
Indian Territory,246,MUSCAT,KOZHIKODE,49150,53127,12.3,507.9
Indian Territory,247,MUSCAT,LUCKNOW,26048,22524,12.6,137.7
Indian Territory,248,MUSCAT,MANGALORE,4411,3751,2.3,0.0
Indian Territory,249,MUSCAT,MUMBAI,71536,65722,20.2,1308.2
Indian Territory,250,MUSCAT,TRIVANDRUM,31786,30327,17.8,457.7
Indian Territory,251,NAIROBI,MUMBAI,24784,22001,31.6,462.9
Indian Territory,252,NARITA,DELHI,23347,23189,2057.2,1350.6
Indian Territory,253,NARITA,MUMBAI,11507,11102,0.0,0.0
Indian Territory,254,NAVOI,DELHI,0,0,921.1,666.4
Indian Territory,255,NEW YORK,DELHI,26348,22066,125.5,499.1
Indian Territory,256,NEW YORK,MUMBAI,1864,1798,246.1,122.2
Indian Territory,257,NEWARK,AHMEDABAD,3246,2162,0.0,0.0
Indian Territory,258,NEWARK,DELHI,24930,22854,432.9,832.4
Indian Territory,259,NEWARK,MUMBAI,47347,39292,463.1,634.9
Indian Territory,260,OSAKA,DELHI,1693,1842,185.7,192.6
Indian Territory,261,OSAKA,KOLKATA,0,0,0.0,0.0
Indian Territory,262,OSAKA,MUMBAI,312,172,9.3,11.5
Indian Territory,263,PARIS,BENGALURU,18863,19097,896.1,1010.5
Indian Territory,264,PARIS,CHENNAI,12942,8849,411.7,539.2
Indian Territory,265,PARIS,DELHI,46496,37859,2206.0,2047.7
Indian Territory,266,PARIS,MUMBAI,51070,42826,2441.5,2447.5
Indian Territory,267,PARO,DELHI,8679,8591,0.9,20.8
Indian Territory,268,PARO,KOLKATA,6351,5428,0.0,2.5
Indian Territory,269,PEKING,DELHI,35959,32775,1310.2,1123.8
Indian Territory,270,RANGOON,DELHI,570,634,0.1,1.4
Indian Territory,271,RANGOON,GAYA,8704,7208,0.0,0.0
Indian Territory,272,RANGOON,KOLKATA,2647,3060,0.0,76.6
Indian Territory,273,RANGOON,VARANASI,0,0,0.0,0.0
Indian Territory,274,RASALKHAMA,KOZHIKODE,3457,3939,2.3,0.0
Indian Territory,275,RASALKHAMA,TRIVANDRUM,0,0,0.0,0.0
Indian Territory,276,REUNION,CHENNAI,1485,1138,2.0,15.7
Indian Territory,277,RIYADH,BENGALURU,2905,2393,0.0,146.4
Indian Territory,278,RIYADH,CHENNAI,7260,5377,94.5,365.3
Indian Territory,279,RIYADH,DELHI,26452,24269,35.5,622.4
Indian Territory,280,RIYADH,HYDERABAD,10946,10369,36.4,406.6
Indian Territory,281,RIYADH,KOCHI,18993,17879,24.4,871.3
Indian Territory,282,RIYADH,KOZHIKODE,9541,10471,18.5,161.1
Indian Territory,283,RIYADH,LUCKNOW,8828,12409,223.5,128.1
Indian Territory,284,RIYADH,MUMBAI,41695,37401,53.3,1088.7
Indian Territory,285,RIYADH,TRIVANDRUM,7649,6081,3.7,112.6
Indian Territory,286,ROME,DELHI,9099,7053,269.0,79.9
Indian Territory,287,SALALAH,KOCHI,973,842,0.0,0.0
Indian Territory,288,SALALAH,KOZHIKODE,3423,3861,0.8,54.1
Indian Territory,289,SALALAH,TRIVANDRUM,600,665,0.0,0.0
Indian Territory,290,SAN FRANCISCO,BENGALURU,1161,998,0.0,0.0
Indian Territory,291,SAN FRANCISCO,DELHI,16363,15407,293.7,476.5
Indian Territory,292,SEOUL,DELHI,31645,28752,1007.1,741.1
Indian Territory,293,SEOUL,MUMBAI,7454,6293,232.0,252.2
Indian Territory,294,SEYCHELLES,MUMBAI,7963,7524,1.6,148.2
Indian Territory,295,SHANGHAI,DELHI,10019,8961,511.1,301.1
Indian Territory,296,SHANGHAI,MUMBAI,3101,2388,398.1,105.9
Indian Territory,297,SHARJAH,AHMEDABAD,14663,13565,8.0,238.6
Indian Territory,298,SHARJAH,BENGALURU,13971,13488,63.9,221.1
Indian Territory,299,SHARJAH,CHANDIGARH,6298,5022,0.0,0.0
Indian Territory,300,SHARJAH,CHENNAI,16877,17427,10.5,226.2
Indian Territory,301,SHARJAH,COIMBATORE,10064,10355,0.7,168.5
Indian Territory,302,SHARJAH,DELHI,27998,29023,173.9,403.7
Indian Territory,303,SHARJAH,GOA,9004,8418,57.8,57.1
Indian Territory,304,SHARJAH,HYDERABAD,15325,14225,5.9,197.9
Indian Territory,305,SHARJAH,JAIPUR,14580,13874,3.0,267.3
Indian Territory,306,SHARJAH,KOCHI,52705,53676,51.6,850.4
Indian Territory,307,SHARJAH,KOZHIKODE,59258,59599,104.9,955.4
Indian Territory,308,SHARJAH,LUCKNOW,535,480,0.0,0.0
Indian Territory,309,SHARJAH,MANGALORE,0,2,0.0,0.0
Indian Territory,310,SHARJAH,MUMBAI,39738,40911,90.0,576.7
Indian Territory,311,SHARJAH,NAGPUR,7690,7529,0.4,87.2
Indian Territory,312,SHARJAH,PUNE,0,0,0.0,0.0
Indian Territory,313,SHARJAH,TIRUCHIRAPALLY,11731,10412,0.5,124.7
Indian Territory,314,SHARJAH,TRIVANDRUM,61838,57714,3.7,957.9
Indian Territory,315,SHARJAH,VARANASI,14745,13364,0.4,0.0
Indian Territory,316,SINGAPORE,AHMEDABAD,12361,11310,628.2,749.8
Indian Territory,317,SINGAPORE,AMRITSAR,12503,11889,0.4,39.2
Indian Territory,318,SINGAPORE,BENGALURU,67423,60660,1641.6,1719.3
Indian Territory,319,SINGAPORE,CHENNAI,116022,104449,2652.8,3683.6
Indian Territory,320,SINGAPORE,COIMBATORE,10482,10710,7.5,146.6
Indian Territory,321,SINGAPORE,DELHI,95667,92748,3422.1,3221.3
Indian Territory,322,SINGAPORE,HYDERABAD,31623,27243,217.4,312.9
Indian Territory,323,SINGAPORE,JAIPUR,7230,6023,0.0,0.0
Indian Territory,324,SINGAPORE,KOCHI,24573,21071,56.8,234.0
Indian Territory,325,SINGAPORE,KOLKATA,19248,17927,620.8,889.3
Indian Territory,326,SINGAPORE,LUCKNOW,5916,5189,0.0,0.0
Indian Territory,327,SINGAPORE,MADURAI,6932,6857,0.0,0.0
Indian Territory,328,SINGAPORE,MUMBAI,112021,106357,5390.0,5097.5
Indian Territory,329,SINGAPORE,TIRUCHIRAPALLY,39701,35193,88.1,295.3
Indian Territory,330,SINGAPORE,TRIVANDRUM,7130,7135,4.1,38.2
Indian Territory,331,SINGAPORE,VISAKHAPATNAM,3777,3971,6.2,3.6
Indian Territory,332,STOCKHOLM,DELHI,8033,6135,119.8,83.1
Indian Territory,333,SYDNEY,DELHI,10726,11469,201.1,270.9
Indian Territory,334,TAIPAE,DELHI,9043,7444,610.9,415.7
Indian Territory,335,TAIPAE,MUMBAI,0,0,300.9,0.0
Indian Territory,336,TANGERANG,MUMBAI,4465,4282,7.4,92.0
Indian Territory,337,TASHKENT,AMRITSAR,4056,2030,0.1,24.7
Indian Territory,338,TASHKENT,DELHI,9830,10311,63.6,495.8
Indian Territory,339,TEHRAN,DELHI,5560,5541,26.0,258.2
Indian Territory,340,TEHRAN,MUMBAI,3028,2688,4.9,29.1
Indian Territory,341,TELAVIV,MUMBAI,8309,7559,310.7,407.3
Indian Territory,342,TOKYO,DELHI,13685,13787,1396.9,507.4
Indian Territory,343,TORONTO,DELHI,40060,40003,347.5,514.9
Indian Territory,344,TORONTO,MUMBAI,8917,6344,202.3,372.7
Indian Territory,345,VANCOUVER,DELHI,13662,11114,62.7,334.8
Indian Territory,346,VIENNA,DELHI,8660,5429,295.5,166.3
Indian Territory,347,"WASHINGTON, DC",DELHI,9269,9014,116.0,239.0
Indian Territory,348,"WASHINGTON, DC",HYDERABAD,900,0,0.0,0.0
Indian Territory,349,ZURICH,DELHI,20107,18988,1099.2,1470.6
Indian Territory,350,ZURICH,MUMBAI,18042,16483,1448.5,1643.2
Indian Territory,351,SUB TOTAL,SUB TOTAL,8007419,7481372,173229.1,256231.2
Entirely outside the Indian Territory,1,AMS,YYZ,13630,12710,1419.9,705.7
Entirely outside the Indian Territory,2,BAH,KWI,2,0,0.1,0.0
Entirely outside the Indian Territory,3,EWR,LHR,5599,6440,0.0,143.1
Entirely outside the Indian Territory,4,HKG,ICN,7043,7280,149.2,215.0
Entirely outside the Indian Territory,5,HKG,KIX,4384,4277,39.2,166.2
Entirely outside the Indian Territory,6,SUB TOTAL,SUB TOTAL,30658,30707,1608.5,1229.9
GRAND TOTAL,GRAND TOTAL,GRAND TOTAL,GRAND TOTAL,8038077,7512079,174837.6,257461.1
